5.670885714789577862e-03,-5.396373003421215536e-02,5.022577784919620564e-02,4.267964413998752773e-03,-9.674536826330501493e-02,-9.445511741413303852e-02,4.022290139788074759e-02,-1.041669497689050872e-01,5.229828760277199784e-02,-2.042500862019445279e-02,-2.425580920621362227e-02,-6.233179815951310487e-02,-5.406194033980687638e-03,2.674766019032812081e-02,-1.985278191778410695e-01,4.843560061843484726e-02,6.658125132319663020e-02,-4.345003764970668120e-02,-8.509929437812117914e-02,-2.578815861985799679e-02
-2.552590274915407867e-02,-6.657261119152391160e-02,-9.209389273671093890e-02,3.024662354429278124e-02,1.362650439012089154e-02,1.078971914074481619e-01,-2.542723703714777628e-02,2.608607615262703225e-02,2.058294439596185590e-02,-4.659060944609066252e-02,-1.454484080717848883e-02,3.765702717690775497e-02,-4.212830304599767678e-02,-2.200162525216398102e-02,3.960103928492198638e-02,-2.737491755503970725e-02,-7.529084277506421785e-02,-8.603903161345283213e-02,1.785119554952806567e-02,5.981261594203408222e-02
-9.047984999793133587e-02,4.175610863950728058e-02,-9.509357084940057991e-02,-1.051429183979831275e-02,-5.991422680856880317e-02,8.875053732703887255e-02,1.023474012064506944e-01,-1.434322223155464274e-02,-1.756831593739079794e-02,2.563292301900822398e-02,-4.745117410469949781e-02,-2.420109892477678368e-02,4.139742059848078304e-02,-7.548272177806329697e-02,3.029047547241677657e-02,8.811543509529831675e-02,-5.156303167563612566e-02,1.590086520515945120e-03,6.020416199181628097e-02,8.599153699911378859e-03
-1.081027510622811771e-02,-2.676109004830691182e-02,-1.238068655245351361e-02,-1.386102810681615893e-01,-1.546629473204407142e-02,-1.664305241742568969e-02,-3.825497018252350945e-02,6.044638097918438036e-02,-7.186646471585875218e-02,1.497099539941533497e-02,-1.566464168305968171e-03,-2.555310693828270318e-03,-5.514931098562269457e-02,-9.971975767073019969e-02,-1.087073271233524561e-02,-5.274150661291147207e-02,1.782461099468095680e-02,-4.411394266578638756e-02,-5.141520559562192533e-02,7.826908578824218199e-02
8.235680085610072587e-02,-8.828830167346657376e-02,-4.983151937422190120e-02,-8.669098738390701442e-02,-5.639290617730562116e-02,2.366432404504572803e-02,-1.231468227145603722e-01,-8.835913180640683762e-02,-3.066070038715031434e-02,-5.142512652247487742e-02,-3.082729998828329793e-02,7.676349126411165236e-02,2.788769232067198067e-02,-5.241379880829285381e-02,6.296295078437100234e-02,-1.237705233582241104e-02,2.115736994883344116e-02,2.335619512538759587e-02,1.890208238994051104e-02,-5.253029963804165675e-02
3.077689539268806812e-02,-9.988767775773690905e-02,5.284190245823121301e-02,8.448294110969888082e-02,-4.613851450047561087e-02,5.502559907639362896e-02,7.472126951505754511e-02,1.098874993316783788e-01,-1.081271692164000875e-01,-8.198005171619314468e-02,-9.651618801601379721e-03,-6.748168822703327907e-02,-3.889121592362774354e-02,2.666453470552902424e-02,-2.932445588093937280e-02,-5.003757871107223504e-02,-1.629824639075756407e-02,-1.070262007297956147e-01,1.484368500330846376e-04,-1.461929595235817933e-02
-5.819656021084222697e-02,-1.769151157868265739e-02,-4.293076669369692844e-02,-3.831541390623472570e-02,5.072989847615241160e-02,2.724677520413821066e-02,-4.288564746174331616e-02,2.743958160377572147e-02,-8.368232209836234947e-02,3.294286112580496750e-02,-5.482625647356052789e-02,1.060302670613880449e-01,-5.285358169609869622e-02,-4.934784338648111335e-02,-9.378601804718814106e-02,3.798619565065309428e-02,-3.000481765993589373e-02,-1.398989741093022154e-01,-1.227567941094082917e-04,-1.412812832534830476e-01
-1.632422033744364287e-01,8.821539809450378022e-03,9.150999702514342471e-02,-1.240491102940007723e-01,1.484173747964676396e-03,-3.831442926012353090e-02,2.102523489428628420e-02,-5.496625949019110641e-02,6.323371724986000253e-02,-2.711906194705241205e-02,-5.462592889715146838e-02,9.517634297537821975e-02,8.694663218175721631e-02,8.944519187578360564e-02,-4.376129756409003618e-02,-1.078862254589093433e-01,1.372028436342496646e-02,-1.175783486471152460e-02,-2.545693629518850851e-02,5.061839176965526876e-02
2.328439708076289819e-02,2.237626757327491542e-02,3.381382146023930585e-02,-2.009729797679688304e-02,-2.006688001153799500e-02,-2.751159243530789875e-02,-8.538204929764271756e-02,-7.330295936339925600e-02,-4.913592529846022572e-03,-2.029018875547091219e-02,-3.483784063010510190e-02,-1.094863162273949919e-01,5.955695690222639893e-02,-1.174520598001558003e-01,4.538565018985660920e-02,-1.968840522939242429e-02,6.098102886805729754e-03,2.832305116387974150e-02,-9.749801036278531174e-02,-8.922827304674858795e-02
-1.006369203145861119e-01,-7.338511792155878732e-02,-2.372573742377677777e-02,7.786983817024420267e-03,-8.342541409139734437e-03,6.313682312097883276e-03,7.890522034625270520e-02,6.963626362876594589e-02,3.141299793338073881e-02,-5.439649991446499772e-02,1.252750275052935125e-01,2.177775783439368090e-02,7.090551258611714480e-02,1.948807300678681229e-02,-4.167104226908102151e-03,-7.190838965428293650e-02,8.705942751372867938e-02,6.317565242789315375e-03,-1.164517805444897046e-02,-3.663392137105925955e-02
9.193946259825480508e-04,1.176521359533471145e-01,-1.024503386665137107e-02,-9.121707168049017489e-02,6.647594934994623117e-02,-3.146857522714936739e-02,-1.263846215338962180e-02,-4.218876850630063485e-02,5.559353769187910105e-02,-1.211675151011150781e-01,1.231992804301393768e-01,3.069995166709531004e-03,-9.826492661713018273e-02,3.693039940983915831e-02,4.097895967265590376e-03,5.660508366510512424e-02,4.393742590477080212e-02,6.305589274373769870e-02,-1.692079891732741273e-02,1.308224067798721343e-02
-5.090654919560980325e-03,-1.730628993519711389e-01,5.897540390579565639e-02,-7.174944449733645924e-02,-6.237104437384554528e-02,5.686763028330064917e-02,-4.323946152150361100e-02,6.088092138029033151e-02,-7.091084545458317678e-02,-1.827695936719856210e-02,-1.067973955197247110e-01,-2.995902187081385913e-04,-1.757920756608070262e-02,-7.200766603328073636e-04,1.299824359273674124e-02,3.304377098189680700e-02,3.610471218985155523e-02,-3.285084051883956774e-02,1.473915230103043927e-01,6.661384353741176337e-03
1.687784715383584266e-01,2.797491174724817814e-02,1.891882248942885689e-02,2.579925813097638451e-02,-7.585277959977980433e-02,3.428888667321264381e-03,1.516570041933605270e-02,-2.365964339266086059e-03,-3.380182745729583271e-02,7.861723675853860005e-02,-1.097131838874954302e-01,7.182776789577065280e-02,4.614451001213595166e-02,-3.890681408039790151e-02,-1.056393424027077116e-01,-4.605394410897314939e-02,-1.578462471846114532e-02,3.333010523991801477e-02,5.989256065941445106e-02,2.690430737630126329e-02
9.252576594718833758e-02,-7.240227885817823728e-02,5.648077294621478561e-02,9.807112902077606831e-03,-1.048906148449970516e-01,9.543973415328836640e-02,-1.358489864232557964e-01,-1.781209550381905246e-02,-6.568940929649796923e-02,2.108912463195887575e-03,-5.564712229100787083e-02,-1.180163373455491022e-01,1.076329033480684511e-01,6.789902392792956931e-02,-4.965615913463766046e-02,-1.759106241201463250e-01,-1.299326782791907220e-01,5.367013993903572283e-02,3.877795235413719621e-02,3.910226298229271813e-02
-2.528776580026236356e-02,-8.819561108879989120e-02,-3.128179115122835946e-02,3.620419999341512041e-02,1.219851360757005648e-01,2.510138799631790596e-02,-1.135101167218678930e-01,-8.817305946100241487e-02,-1.705957525341985498e-02,2.975628998973432748e-03,3.702785580721967146e-03,-3.824979559739270785e-02,1.392888133840785025e-01,-1.334306206905624959e-02,-4.749621729839808432e-02,-9.899675895159910921e-02,-5.701397444552027544e-02,-2.984462445190993671e-02,-5.520733080603124759e-02,6.409887124954584403e-02
